,Post_ID,Post_Profile,Post_Caption,Post_Date,Post_URL,Post_Likes,Post_Comments,Comment_ID,Comment_Username,Comment_Text,Comment_Time
262,2837256688324749190,yapuae,"We would like to express our deepest condolences following the passing of President His Highness Sheikh Khalifa bin Zayed Al Nahyan, may his soul rest in peace. Our prayers are with the people and leaders of the UAE.",2022-05-13 13:09:37,https://www.instagram.com/p/Cdf9ez0MqeG,37,5,17911545569417964,mian_atif_1,i received my yap card 6 months still not active my account so many times calls help line but no one help me,2022-05-19 10:37:29
263,2837256688324749190,yapuae,"We would like to express our deepest condolences following the passing of President His Highness Sheikh Khalifa bin Zayed Al Nahyan, may his soul rest in peace. Our prayers are with the people and leaders of the UAE.",2022-05-13 13:09:37,https://www.instagram.com/p/Cdf9ez0MqeG,37,5,18043069924337722,tallyali95,RIP ,2022-05-25 23:37:02
264,2835133417611619525,yapuae,International transfer? No problem. YAP money to your loved ones anywhere in the world and they’ll receive it instantly. It's just a tap away!,2022-05-10 14:54:24,https://www.instagram.com/p/CdYatJ3lGzF,33,2,17918762444308500,nial__sumaiya,very Nice App ooops its Yap i Love it good app for international and Local transfer low transfer charge and Good Rate for India,2022-05-10 15:01:10
265,2828616881771258059,yapuae,"May the magic of this Eid, make your blessed life even more beautiful. Wishing you and your family Eid Mubarak! 💖

#YAPUAE #eidmubarak #eid2022 #eidalfitr #family #friends #fintech #digitalbank",2022-05-01 15:05:17,https://www.instagram.com/p/CdBRBE7piDL,49,4,17872803860642326,muammad_sajid,,2022-05-01 15:38:31
266,2828616881771258059,yapuae,"May the magic of this Eid, make your blessed life even more beautiful. Wishing you and your family Eid Mubarak! 💖

#YAPUAE #eidmubarak #eid2022 #eidalfitr #family #friends #fintech #digitalbank",2022-05-01 15:05:17,https://www.instagram.com/p/CdBRBE7piDL,49,4,17933640149023483,hchaudhryadeel,,2022-05-01 16:34:36
267,2828616881771258059,yapuae,"May the magic of this Eid, make your blessed life even more beautiful. Wishing you and your family Eid Mubarak! 💖

#YAPUAE #eidmubarak #eid2022 #eidalfitr #family #friends #fintech #digitalbank",2022-05-01 15:05:17,https://www.instagram.com/p/CdBRBE7piDL,49,4,17962408750641103,hchaudhryadeel,,2022-05-01 16:34:39
268,2828616881771258059,yapuae,"May the magic of this Eid, make your blessed life even more beautiful. Wishing you and your family Eid Mubarak! 💖

#YAPUAE #eidmubarak #eid2022 #eidalfitr #family #friends #fintech #digitalbank",2022-05-01 15:05:17,https://www.instagram.com/p/CdBRBE7piDL,49,4,17891111888619757,vvaa104,Happy Eid yapuae,2022-05-03 22:17:25
269,2824183705925480858,yapuae,"You can send money instantly to your friends and family. 
Tag a loved one and YAP a little something to them 💜
#YAPUAE #YAPIT #sendmoney #famiy #friends #digitalbanking #fintech",2022-04-25 12:17:37,https://www.instagram.com/p/CcxhB4MInGa,41,6,17969968630574095,soxialagency.ae,Wow,2022-04-28 23:17:58
270,2824183705925480858,yapuae,"You can send money instantly to your friends and family. 
Tag a loved one and YAP a little something to them 💜
#YAPUAE #YAPIT #sendmoney #famiy #friends #digitalbanking #fintech",2022-04-25 12:17:37,https://www.instagram.com/p/CcxhB4MInGa,41,6,17995434088447332,rananaveed.07,yapuae Check your inbox ,2022-04-29 13:12:50
271,2824183705925480858,yapuae,"You can send money instantly to your friends and family. 
Tag a loved one and YAP a little something to them 💜
#YAPUAE #YAPIT #sendmoney #famiy #friends #digitalbanking #fintech",2022-04-25 12:17:37,https://www.instagram.com/p/CcxhB4MInGa,41,6,17927767922110717,iimonerah,Is it real I received my card 2 days ago and yet you guys didnt verify my ID  YAP YOUR SERVICES FIRST,2022-04-30 22:33:40
